Gene	Category	Pvalue	NrOfVariants	ReviewStatusMean	NumberSubmittersMean	SubmitterCategoriesMean
APOE	C4	0.6951180996241331	35	0.08571428571428569	2.0285714285714285	1.0857142857142859
APOB	C4	0.8206351905780831	132	0.9545454545454543	2.4318181818181825	1.9015151515151514
KCNN4	N1	NA	1	1.0	2.0	2.0
BBS2	C2	0.01016051237585347	41	0.6097560975609757	2.1707317073170733	1.6097560975609757
BBS1	C4	0.1582609861883606	12	0.8333333333333333	2.4166666666666665	2.0833333333333335
MSR1	C3	0.2133737070931182	13	0.38461538461538464	2.076923076923077	1.9230769230769231
TGDS	C4	0.39008043683444593	6	0.0	2.0	1.0
SLC10A2	N1	NA	4	0.0	2.0	1.25
C16orf58	N1	NA	1	0.0	2.0	2.0
NBEAL2	C4	0.16913495856058658	25	0.7200000000000001	2.0	1.7200000000000002
IGF1	C2	0.045500263896358306	3	0.33333333333333337	2.0	1.6666666666666667
HARS2	C4	0.4620830773311041	22	1.0	2.227272727272727	1.9090909090909092
MED13L	T1	NA	24	0.625	2.0833333333333335	1.6666666666666665
POLA1	N1	NA	1	1.0	2.0	2.0
NDUFAF6	C3	0.6547208460185769	21	0.9523809523809523	2.0	1.9523809523809523
NDUFAF4	N1	NA	9	0.6666666666666666	2.0	1.8888888888888888
NDUFAF5	C2	0.03822617310858889	20	0.9	2.1	1.9
CWF19L1	C3	0.22067136191984704	6	0.16666666666666666	2.1666666666666665	1.8333333333333333
NDUFAF2	C3	0.1731945874792825	11	0.8181818181818181	2.0	1.9090909090909092
NDUFAF3	C4	0.9248860186136062	10	0.7000000000000001	2.0	1.7
NDUFAF1	C4	0.2785986718379625	22	0.7727272727272728	2.0454545454545454	1.8636363636363638
FBXL4	C4	0.11703552906251136	13	0.6153846153846154	2.1538461538461537	1.7692307692307692
ECM1	C1	0.005959526470109111	9	0.0	2.0	1.0
COX7B	I1	NA	3	0.0	2.0	1.0
MRPS16	C3	0.38273308888522584	1	1.0	2.0	2.0
AP4E1	C3	0.6988598802286865	24	0.7916666666666667	2.125	1.9166666666666667
GRIK4	C3	0.6850956230347383	3	1.3333333333333333	2.0	1.6666666666666667
GRIK2	N1	NA	18	0.5555555555555556	2.0	1.9444444444444444
C8B	C4	0.40081416938293435	7	0.14285714285714288	2.142857142857143	1.2857142857142858
MC4R	C4	0.5854232720317165	27	0.4814814814814815	2.1481481481481484	1.5555555555555556
DMBX1	N1	NA	1	0.0	2.0	2.0
KCNT1	C2	0.04397850755316168	81	1.0987654320987654	2.5308641975308643	1.9876543209876543
PCLO	N1	NA	4	0.75	2.0	1.75
SUFU	C3	0.4795001221869535	29	0.5862068965517241	2.0689655172413794	1.8620689655172415
RAC2	N1	NA	5	0.6	2.0	1.8
BBS9	C4	0.1508971723344309	66	0.8333333333333334	2.1363636363636362	1.9090909090909092
PHGDH	C2	0.01355905789536438	10	0.1	2.1	1.2
BBS7	C4	0.8062034868688759	26	0.7307692307692307	2.0384615384615383	1.8461538461538463
BBS5	C4	0.14020034839754547	16	0.8125	2.375	1.8125
BBS4	T1	NA	49	0.693877551020408	2.2448979591836733	1.7551020408163267
ATPAF2	T1	NA	14	0.9285714285714286	2.0	1.9285714285714286
COX8A	N1	NA	1	0.0	2.0	1.0
PCYT1A	C4	0.05700805711297774	9	0.8888888888888888	2.888888888888889	2.7777777777777777
MRPS22	C4	0.06304851376296083	12	0.9166666666666666	2.0833333333333335	1.8333333333333333
SYP	N1	NA	6	0.8333333333333334	2.0	1.8333333333333333
APRT	C4	0.4219725651987608	11	0.0	2.4545454545454546	1.0
ARHGEF9	C3	0.06852629693041712	8	0.625	2.0	1.75
PITPNM3	N1	NA	21	1.0952380952380953	2.142857142857143	2.0476190476190474
KIT	C2	0.04964722965745616	122	0.7295081967213111	2.1229508196721314	1.8114754098360655
MICU1	C3	0.43857802608099994	3	0.33333333333333337	2.0	1.3333333333333333
KIZ	C3	0.8272593465627113	3	0.0	2.0	1.0
ARHGEF6	N1	NA	11	1.0	2.090909090909091	2.0
AHCY	C3	0.27523352407483415	6	0.8333333333333334	2.1666666666666665	2.0
PCNA	N1	NA	1	0.0	2.0	1.0
PRICKLE2	N1	NA	13	0.5384615384615385	2.1538461538461537	1.8461538461538463
NEXN	C4	0.08097899089333371	117	1.136752136752137	2.435897435897436	2.0
PRICKLE1	C4	0.07164552555663128	58	1.1551724137931034	2.5	1.9827586206896552
SLX4	N1	NA	84	1.1547619047619047	2.166666666666667	2.0
MSX1	C3	0.610384513874678	10	0.0	2.0	1.2
PCNT	C2	0.020490324917848746	256	1.06640625	2.20703125	1.98046875
PEX16	C3	0.14891467317876583	11	0.8181818181818181	2.0	1.8181818181818181
DYNC1H1	C1	4.012512568873916E-7	150	1.0333333333333334	2.246666666666667	1.9400000000000002
MAP3K1	C3	0.886218350858211	6	0.5	2.0	1.6666666666666667
PEX19	N1	NA	2	1.0	2.0	2.0
GAD1	N1	NA	2	0.0	2.0	1.5
MRE11A	C4	0.7671703139827027	450	1.0422222222222224	2.2533333333333347	1.9955555555555555
PEX10	C4	0.12623824177071263	22	0.6818181818181819	2.1363636363636362	1.6363636363636362
KLHL3	C4	0.5549876883143734	32	0.09375	2.25	2.1875
PEX12	C4	0.880764615259515	16	0.75	2.0625	1.6875
APTX	C1	0.006339690109266716	26	0.846153846153846	2.1538461538461537	1.8076923076923077
PEX13	C3	0.6674364917098825	6	0.6666666666666666	2.0	1.6666666666666667
PEX14	N1	NA	19	1.105263157894737	2.1578947368421053	1.9473684210526316
GRIN1	C2	0.014137387966123516	31	0.5161290322580647	2.0	1.967741935483871
RP1L1	C2	0.023211627411357738	8	0.0	2.0	1.5
RIT1	T1	NA	27	0.8888888888888888	2.7777777777777777	2.1481481481481484
KLHL7	C4	0.49967576494355403	8	0.375	2.125	1.5
MAMLD1	C3	1.0	4	0.0	2.0	1.25
PRDM8	N1	NA	1	0.0	2.0	1.0
PRDM6	C3	0.3151057632552121	3	0.0	2.0	1.0
TACO1	N1	NA	9	0.8888888888888888	2.0	1.8888888888888888
PRDM5	T1	NA	7	0.42857142857142855	2.0	1.5714285714285714
INPPL1	T1	NA	15	0.0	2.2	1.8
TXN2	N1	NA	1	0.0	2.0	1.0
TGM1	C1	1.6421667436983256E-7	43	0.23255813953488375	2.0930232558139537	1.3953488372093024
GRIP1	I1	NA	15	0.6666666666666667	2.0	1.8666666666666667
ZNF81	N1	NA	15	0.8	2.066666666666667	1.9333333333333333
GNPTAB	C1	0.0024028584127607777	150	0.25333333333333313	2.2133333333333334	1.2866666666666666
ENPP1	C2	0.01024224775654714	25	0.36000000000000004	2.24	1.44
TGM6	C4	0.37115267179801903	10	0.3	2.1	1.7
RAG2	C2	0.03238628621120465	21	0.5714285714285715	2.0	1.5714285714285716
TGM5	C4	0.40266922843738495	8	0.25	2.25	1.375
RAG1	C1	2.7029592172933548E-5	54	0.31481481481481477	2.111111111111111	1.3148148148148149
SPINK1	I1	NA	23	0.6521739130434782	2.347826086956522	1.9130434782608696
MSX2	T1	NA	8	0.25	2.125	1.375
SPINK5	C3	0.3378033956238168	34	1.1764705882352942	2.2941176470588234	1.9411764705882353
ADAM10	C3	0.5612758361345777	6	0.0	2.0	1.0
SDHC	C1	0.0040001431806946375	48	0.8541666666666667	2.25	1.9791666666666667
SDHD	C3	0.06281949257501807	77	0.7142857142857143	2.4805194805194812	1.8701298701298703
TTC7A	C4	0.2356799134290377	16	0.0	2.0	1.0
SDHA	C4	0.4756237400909965	136	1.125	2.36764705882353	1.9852941176470589
SDHB	C2	0.043690232392905703	133	0.9924812030075187	2.4887218045112776	2.045112781954887
DHDDS	N1	NA	4	1.0	2.25	2.25
ADAM17	N1	NA	2	0.5	2.0	1.5
TYROBP	C3	0.6547208460185769	6	0.16666666666666669	2.3333333333333335	2.0
POLG2	C2	0.0482362017343706	26	1.0	2.1153846153846154	1.9615384615384615
SLFN14	T1	NA	4	0.0	2.0	1.0
RAF1	C1	6.047075188697626E-6	140	1.0785714285714285	2.5	1.9928571428571429
CARD14	C4	0.48383985139356833	15	0.0	2.2666666666666666	1.0
CARD11	C2	0.01194872531596447	28	0.0	2.0	1.8214285714285714
NDUFB11	I1	NA	2	0.0	2.5	2.0
COX15	C2	0.04980256024883345	23	0.9565217391304348	2.0869565217391304	1.9130434782608696
HTRA1	C4	0.550615759928871	20	0.0	2.45	1.1
PLD1	N1	NA	1	1.0	2.0	2.0
TIMM50	N1	NA	1	1.0	2.0	2.0
RAI1	C4	0.6588432549492806	97	1.1340206185567012	2.4123711340206184	1.9793814432989691
KCNV2	C4	0.541802935032798	37	0.8918918918918918	2.189189189189189	1.810810810810811
IL36RN	C4	0.1732664806287465	8	0.125	2.125	1.25
COX14	C3	0.8464505968765906	3	0.6666666666666666	2.0	1.6666666666666667
FGF23	C1	0.001064989459364063	9	0.5555555555555556	2.2222222222222223	1.8888888888888888
PIBF1	C3	0.6734165746337668	2	1.0	2.0	2.0
COX10	C4	0.12613961020269004	25	0.8400000000000001	2.12	1.76
BHLHA9	C3	0.6547208460185769	4	0.25	3.0	3.0
AUTS2	C3	0.22067136191984704	23	0.391304347826087	2.0	1.9130434782608696
NUP155	N1	NA	1	0.0	2.0	1.0
CHCHD10	C4	0.8958301016298928	8	0.0	2.5	1.0
TIMM44	N1	NA	29	1.0	2.0	2.0
USB1	C3	0.9385028847784713	6	0.16666666666666669	2.0	1.1666666666666667
AP4B1	C4	0.47889049136808215	11	0.6363636363636364	2.0	2.0
IGF2R	C3	0.49690584756476797	4	0.25	2.0	1.5
FGF17	T1	NA	3	0.0	2.0	1.0
AHI1	C1	7.286964550101693E-6	109	1.0642201834862386	2.3669724770642206	1.9908256880733946
FGF16	C3	0.22067136191984704	3	0.0	2.0	1.0
FGF14	N1	NA	2	0.0	2.0	1.0
UVSSA	C3	0.08071625843112074	2	0.0	2.0	1.0
CNTN1	N1	NA	25	1.12	2.32	1.96
MKRN3	C3	0.6015081344405899	4	0.0	2.0	1.0
CNTN2	N1	NA	1	0.0	2.0	1.0
UBA1	T2	NA	3	0.0	3.0	1.0
COX20	C3	0.18587673236587587	2	1.0	2.0	2.0
FGF10	I1	NA	7	0.14285714285714288	2.0	1.1428571428571428
ZMYND15	N1	NA	1	0.0	2.0	1.0
TAT	C4	0.31731050786291404	3	0.33333333333333337	2.0	1.3333333333333333
TNFAIP3	C4	0.9361862934730594	25	0.039999999999999994	2.04	1.7600000000000002
TAZ	C2	0.0322801899241516	50	0.92	2.16	1.88
LMNB2	N1	NA	7	0.14285714285714288	2.5714285714285716	2.2857142857142856
FYCO1	C3	0.13208684337839882	25	0.8400000000000001	2.0	1.84
CYP26B1	C3	0.16761443140875842	2	0.0	3.0	1.0
CA1	T1	NA	2	0.0	2.0	1.0
ZIC2	C3	0.37977547484094887	21	0.6666666666666667	2.3333333333333335	1.7142857142857142
GRM6	C2	0.011218965687776916	18	0.16666666666666666	2.2222222222222223	2.111111111111111
ZIC3	C3	0.310494434317235	19	0.736842105263158	2.4210526315789473	1.631578947368421
CA2	C4	0.4553270540585771	8	0.375	2.0	1.375
CA4	C3	0.7362640245259416	5	0.4	2.4	1.4
CA8	T1	NA	7	0.42857142857142855	2.0	1.7142857142857142
TTC37	C3	0.21631786947934095	11	0.6363636363636364	2.0	1.7272727272727273
MKKS	C4	0.32902099225230874	31	0.8064516129032256	2.4838709677419355	1.7741935483870968
ATP6AP1	C2	0.010952847227497675	4	0.0	2.0	1.0
CAD	N1	NA	1	0.0	2.0	1.0
ATP6AP2	C3	0.08326451666355006	22	0.9545454545454546	2.272727272727273	1.9090909090909092
SHROOM4	N1	NA	30	0.9	2.2666666666666666	1.9666666666666666
ETV6	C4	0.07420341132975494	8	0.125	2.5	2.0
IFT43	N1	NA	2	0.0	2.5	1.5
ACOX1	T1	NA	13	0.6153846153846154	2.0	1.6153846153846154
ZMYND10	C4	0.08240586703323072	15	0.6	2.1333333333333333	1.6
ZMYND11	C4	0.5229032345126707	10	0.20000000000000004	2.0	1.5
SHANK3	C3	0.7962534147376392	19	0.5263157894736843	2.1052631578947367	1.8421052631578947
SHANK2	N1	NA	19	0.8947368421052632	2.0	2.0
PLEC	C1	0.007437248026451071	307	1.1074918566775245	2.5504885993485327	1.9543973941368076
GALT	C1	6.848805199743957E-6	296	0.3344594594594593	2.3986486486486496	2.0709459459459465
SLC3A1	C4	0.24858816939624206	10	0.4	2.2	1.7
CBL	C4	0.6775110106916622	111	1.018018018018018	2.477477477477477	1.954954954954955
NT5C2	C3	0.5637028616507731	6	0.5	2.0	1.0
CBS	C1	1.8086364922398346E-6	154	1.1558441558441561	2.4480519480519485	2.012987012987013
TBX22	I1	NA	6	0.0	2.0	1.0
